"country","province","date","actual_cases"
"Antigua and Barbuda",NA,2020-02-25,0
"Antigua and Barbuda",NA,2020-02-26,0
"Antigua and Barbuda",NA,2020-02-27,0
"Antigua and Barbuda",NA,2020-02-28,0
"Antigua and Barbuda",NA,2020-02-29,0
"Antigua and Barbuda",NA,2020-03-01,0
"Antigua and Barbuda",NA,2020-03-02,0
"Antigua and Barbuda",NA,2020-03-03,0
"Antigua and Barbuda",NA,2020-03-04,0
"Antigua and Barbuda",NA,2020-03-05,0
"Antigua and Barbuda",NA,2020-03-06,0
"Antigua and Barbuda",NA,2020-03-07,0
"Antigua and Barbuda",NA,2020-03-08,0
"Antigua and Barbuda",NA,2020-03-09,0
"Antigua and Barbuda",NA,2020-03-10,0
"Antigua and Barbuda",NA,2020-03-11,0
"Antigua and Barbuda",NA,2020-03-12,0
"Antigua and Barbuda",NA,2020-03-13,1
"Antigua and Barbuda",NA,2020-03-14,1
"Antigua and Barbuda",NA,2020-03-15,1
"Antigua and Barbuda",NA,2020-03-16,1
"Antigua and Barbuda",NA,2020-03-17,1
"Antigua and Barbuda",NA,2020-03-18,1
"Antigua and Barbuda",NA,2020-03-19,1
"Antigua and Barbuda",NA,2020-03-20,1
"Antigua and Barbuda",NA,2020-03-21,1
"Antigua and Barbuda",NA,2020-03-22,1
"Antigua and Barbuda",NA,2020-03-23,3
"Antigua and Barbuda",NA,2020-03-24,3
"Antigua and Barbuda",NA,2020-03-25,3
"Antigua and Barbuda",NA,2020-03-26,7
"Antigua and Barbuda",NA,2020-03-27,7
"Antigua and Barbuda",NA,2020-03-28,7
"Antigua and Barbuda",NA,2020-03-29,7
"Antigua and Barbuda",NA,2020-03-30,7
"Antigua and Barbuda",NA,2020-03-31,7
"Argentina",NA,2020-01-22,0
"Argentina",NA,2020-01-23,0
"Argentina",NA,2020-01-24,0
"Argentina",NA,2020-01-25,0
"Argentina",NA,2020-01-26,0
"Argentina",NA,2020-01-27,0
"Argentina",NA,2020-01-28,0
"Argentina",NA,2020-01-29,0
"Argentina",NA,2020-01-30,0
"Argentina",NA,2020-01-31,0
"Argentina",NA,2020-02-01,0
"Argentina",NA,2020-02-02,0
"Argentina",NA,2020-02-03,0
"Argentina",NA,2020-02-04,0
"Argentina",NA,2020-02-05,0
"Argentina",NA,2020-02-06,0
"Argentina",NA,2020-02-07,0
"Argentina",NA,2020-02-08,0
"Argentina",NA,2020-02-09,0
"Argentina",NA,2020-02-10,0
"Argentina",NA,2020-02-11,0
"Argentina",NA,2020-02-12,0
"Argentina",NA,2020-02-13,0
"Argentina",NA,2020-02-14,0
"Argentina",NA,2020-02-15,0
"Argentina",NA,2020-02-16,0
"Argentina",NA,2020-02-17,0
"Argentina",NA,2020-02-18,0
"Argentina",NA,2020-02-19,0
"Argentina",NA,2020-02-20,0
"Argentina",NA,2020-02-21,0
"Argentina",NA,2020-02-22,0
"Argentina",NA,2020-02-23,0
"Argentina",NA,2020-02-24,0
"Argentina",NA,2020-02-25,0
"Argentina",NA,2020-02-26,0
"Argentina",NA,2020-02-27,0
"Argentina",NA,2020-02-28,0
"Argentina",NA,2020-02-29,0
"Argentina",NA,2020-03-01,0
"Argentina",NA,2020-03-02,0
"Argentina",NA,2020-03-03,1
"Argentina",NA,2020-03-04,1
"Argentina",NA,2020-03-05,1
"Argentina",NA,2020-03-06,2
"Argentina",NA,2020-03-07,8
"Argentina",NA,2020-03-08,12
"Argentina",NA,2020-03-09,12
"Argentina",NA,2020-03-10,17
"Argentina",NA,2020-03-11,19
"Argentina",NA,2020-03-12,19
"Argentina",NA,2020-03-13,31
"Argentina",NA,2020-03-14,34
"Argentina",NA,2020-03-15,45
"Argentina",NA,2020-03-16,56
"Argentina",NA,2020-03-17,68
"Argentina",NA,2020-03-18,79
"Argentina",NA,2020-03-19,97
"Argentina",NA,2020-03-20,128
"Argentina",NA,2020-03-21,158
"Argentina",NA,2020-03-22,266
"Argentina",NA,2020-03-23,301
"Argentina",NA,2020-03-24,387
"Argentina",NA,2020-03-25,387
"Argentina",NA,2020-03-26,502
"Argentina",NA,2020-03-27,589
"Argentina",NA,2020-03-28,690
"Argentina",NA,2020-03-29,745
"Argentina",NA,2020-03-30,820
"Argentina",NA,2020-03-31,1054
"Armenia",NA,2020-01-22,0
"Armenia",NA,2020-01-23,0
"Armenia",NA,2020-01-24,0
"Armenia",NA,2020-01-25,0
"Armenia",NA,2020-01-26,0
"Armenia",NA,2020-01-27,0
"Armenia",NA,2020-01-28,0
"Armenia",NA,2020-01-29,0
"Armenia",NA,2020-01-30,0
"Armenia",NA,2020-01-31,0
"Armenia",NA,2020-02-01,0
"Armenia",NA,2020-02-02,0
"Armenia",NA,2020-02-03,0
"Armenia",NA,2020-02-04,0
"Armenia",NA,2020-02-05,0
"Armenia",NA,2020-02-06,0
"Armenia",NA,2020-02-07,0
"Armenia",NA,2020-02-08,0
"Armenia",NA,2020-02-09,0
"Armenia",NA,2020-02-10,0
"Armenia",NA,2020-02-11,0
"Armenia",NA,2020-02-12,0
"Armenia",NA,2020-02-13,0
"Armenia",NA,2020-02-14,0
"Armenia",NA,2020-02-15,0
"Armenia",NA,2020-02-16,0
"Armenia",NA,2020-02-17,0
"Armenia",NA,2020-02-18,0
"Armenia",NA,2020-02-19,0
"Armenia",NA,2020-02-20,0
"Armenia",NA,2020-02-21,0
"Armenia",NA,2020-02-22,0
"Armenia",NA,2020-02-23,0
"Armenia",NA,2020-02-24,0
"Armenia",NA,2020-02-25,0
"Armenia",NA,2020-02-26,0
"Armenia",NA,2020-02-27,0
"Armenia",NA,2020-02-28,0
"Armenia",NA,2020-02-29,0
"Armenia",NA,2020-03-01,1
"Armenia",NA,2020-03-02,1
"Armenia",NA,2020-03-03,1
"Armenia",NA,2020-03-04,1
"Armenia",NA,2020-03-05,1
"Armenia",NA,2020-03-06,1
"Armenia",NA,2020-03-07,1
"Armenia",NA,2020-03-08,1
"Armenia",NA,2020-03-09,1
"Armenia",NA,2020-03-10,1
"Armenia",NA,2020-03-11,1
"Armenia",NA,2020-03-12,4
"Armenia",NA,2020-03-13,8
"Armenia",NA,2020-03-14,18
"Armenia",NA,2020-03-15,26
"Armenia",NA,2020-03-16,52
"Armenia",NA,2020-03-17,78
"Armenia",NA,2020-03-18,84
"Armenia",NA,2020-03-19,115
"Armenia",NA,2020-03-20,136
"Armenia",NA,2020-03-21,160
"Armenia",NA,2020-03-22,194
"Armenia",NA,2020-03-23,235
"Armenia",NA,2020-03-24,249
"Armenia",NA,2020-03-25,265
"Armenia",NA,2020-03-26,290
"Armenia",NA,2020-03-27,329
"Armenia",NA,2020-03-28,407
"Armenia",NA,2020-03-29,424
"Armenia",NA,2020-03-30,482
"Armenia",NA,2020-03-31,532
"Australia","australian capital territory",2020-01-22,0
"Australia","australian capital territory",2020-01-23,0
"Australia","australian capital territory",2020-01-24,0
"Australia","australian capital territory",2020-01-25,0
"Australia","australian capital territory",2020-01-26,0
"Australia","australian capital territory",2020-01-27,0
"Australia","australian capital territory",2020-01-28,0
"Australia","australian capital territory",2020-01-29,0
"Australia","australian capital territory",2020-01-30,0
"Australia","australian capital territory",2020-01-31,0
"Australia","australian capital territory",2020-02-01,0
"Australia","australian capital territory",2020-02-02,0
"Australia","australian capital territory",2020-02-03,0
"Australia","australian capital territory",2020-02-04,0
"Australia","australian capital territory",2020-02-05,0
"Australia","australian capital territory",2020-02-06,0
"Australia","australian capital territory",2020-02-07,0
"Australia","australian capital territory",2020-02-08,0
"Australia","australian capital territory",2020-02-09,0
"Australia","australian capital territory",2020-02-10,0
"Australia","australian capital territory",2020-02-11,0
"Australia","australian capital territory",2020-02-12,0
"Australia","australian capital territory",2020-02-13,0
"Australia","australian capital territory",2020-02-14,0
"Australia","australian capital territory",2020-02-15,0
"Australia","australian capital territory",2020-02-16,0
"Australia","australian capital territory",2020-02-17,0
"Australia","australian capital territory",2020-02-18,0
"Australia","australian capital territory",2020-02-19,0
"Australia","australian capital territory",2020-02-20,0
"Australia","australian capital territory",2020-02-21,0
"Australia","australian capital territory",2020-02-22,0
"Australia","australian capital territory",2020-02-23,0
"Australia","australian capital territory",2020-02-24,0
"Australia","australian capital territory",2020-02-25,0
"Australia","australian capital territory",2020-02-26,0
"Australia","australian capital territory",2020-02-27,0
"Australia","australian capital territory",2020-02-28,0
"Australia","australian capital territory",2020-02-29,0
"Australia","australian capital territory",2020-03-01,0
"Australia","australian capital territory",2020-03-02,0
"Australia","australian capital territory",2020-03-03,0
"Australia","australian capital territory",2020-03-04,0
"Australia","australian capital territory",2020-03-05,0
"Australia","australian capital territory",2020-03-06,0
"Australia","australian capital territory",2020-03-07,0
"Australia","australian capital territory",2020-03-08,0
"Australia","australian capital territory",2020-03-09,0
"Australia","australian capital territory",2020-03-10,0
"Australia","australian capital territory",2020-03-11,0
"Australia","australian capital territory",2020-03-12,0
"Australia","australian capital territory",2020-03-13,1
"Australia","australian capital territory",2020-03-14,1
"Australia","australian capital territory",2020-03-15,1
"Australia","australian capital territory",2020-03-16,2
"Australia","australian capital territory",2020-03-17,2
"Australia","australian capital territory",2020-03-18,3
"Australia","australian capital territory",2020-03-19,4
"Australia","australian capital territory",2020-03-20,6
"Australia","australian capital territory",2020-03-21,9
"Australia","australian capital territory",2020-03-22,19
"Australia","australian capital territory",2020-03-23,32
"Australia","australian capital territory",2020-03-24,39
"Australia","australian capital territory",2020-03-25,39
"Australia","australian capital territory",2020-03-26,53
"Australia","australian capital territory",2020-03-27,62
"Australia","australian capital territory",2020-03-28,71
"Australia","australian capital territory",2020-03-29,77
"Australia","australian capital territory",2020-03-30,78
"Australia","australian capital territory",2020-03-31,80
"Australia","new south wales",2020-01-22,0
"Australia","new south wales",2020-01-23,0
"Australia","new south wales",2020-01-24,0
"Australia","new south wales",2020-01-25,0
"Australia","new south wales",2020-01-26,3
"Australia","new south wales",2020-01-27,4
"Australia","new south wales",2020-01-28,4
"Australia","new south wales",2020-01-29,4
"Australia","new south wales",2020-01-30,4
"Australia","new south wales",2020-01-31,4
"Australia","new south wales",2020-02-01,4
"Australia","new south wales",2020-02-02,4
"Australia","new south wales",2020-02-03,4
"Australia","new south wales",2020-02-04,4
"Australia","new south wales",2020-02-05,4
"Australia","new south wales",2020-02-06,4
"Australia","new south wales",2020-02-07,4
"Australia","new south wales",2020-02-08,4
"Australia","new south wales",2020-02-09,4
"Australia","new south wales",2020-02-10,4
"Australia","new south wales",2020-02-11,4
"Australia","new south wales",2020-02-12,4
"Australia","new south wales",2020-02-13,4
"Australia","new south wales",2020-02-14,4
"Australia","new south wales",2020-02-15,4
"Australia","new south wales",2020-02-16,4
"Australia","new south wales",2020-02-17,4
"Australia","new south wales",2020-02-18,4
"Australia","new south wales",2020-02-19,4
"Australia","new south wales",2020-02-20,4
"Australia","new south wales",2020-02-21,4
"Australia","new south wales",2020-02-22,4
"Australia","new south wales",2020-02-23,4
"Australia","new south wales",2020-02-24,4
"Australia","new south wales",2020-02-25,4
"Australia","new south wales",2020-02-26,4
"Australia","new south wales",2020-02-27,4
"Australia","new south wales",2020-02-28,4
"Australia","new south wales",2020-02-29,4
"Australia","new south wales",2020-03-01,6
"Australia","new south wales",2020-03-02,6
"Australia","new south wales",2020-03-03,13
"Australia","new south wales",2020-03-04,22
"Australia","new south wales",2020-03-05,22
"Australia","new south wales",2020-03-06,26
"Australia","new south wales",2020-03-07,28
"Australia","new south wales",2020-03-08,38
"Australia","new south wales",2020-03-09,48
"Australia","new south wales",2020-03-10,55
"Australia","new south wales",2020-03-11,65
"Australia","new south wales",2020-03-12,65
"Australia","new south wales",2020-03-13,92
"Australia","new south wales",2020-03-14,112
"Australia","new south wales",2020-03-15,134
"Australia","new south wales",2020-03-16,171
"Australia","new south wales",2020-03-17,210
"Australia","new south wales",2020-03-18,267
"Australia","new south wales",2020-03-19,307
"Australia","new south wales",2020-03-20,353
"Australia","new south wales",2020-03-21,436
"Australia","new south wales",2020-03-22,669
"Australia","new south wales",2020-03-23,669
"Australia","new south wales",2020-03-24,818
"Australia","new south wales",2020-03-25,1029
"Australia","new south wales",2020-03-26,1219
"Australia","new south wales",2020-03-27,1405
"Australia","new south wales",2020-03-28,1617
"Australia","new south wales",2020-03-29,1791
"Australia","new south wales",2020-03-30,2032
"Australia","new south wales",2020-03-31,2032
"Australia","northern territory",2020-01-22,0
"Australia","northern territory",2020-01-23,0
"Australia","northern territory",2020-01-24,0
"Australia","northern territory",2020-01-25,0
"Australia","northern territory",2020-01-26,0
"Australia","northern territory",2020-01-27,0
"Australia","northern territory",2020-01-28,0
"Australia","northern territory",2020-01-29,0
"Australia","northern territory",2020-01-30,0
"Australia","northern territory",2020-01-31,0
"Australia","northern territory",2020-02-01,0
"Australia","northern territory",2020-02-02,0
"Australia","northern territory",2020-02-03,0
"Australia","northern territory",2020-02-04,0
"Australia","northern territory",2020-02-05,0
"Australia","northern territory",2020-02-06,0
"Australia","northern territory",2020-02-07,0
"Australia","northern territory",2020-02-08,0
"Australia","northern territory",2020-02-09,0
"Australia","northern territory",2020-02-10,0
"Australia","northern territory",2020-02-11,0
"Australia","northern territory",2020-02-12,0
"Australia","northern territory",2020-02-13,0
"Australia","northern territory",2020-02-14,0
"Australia","northern territory",2020-02-15,0
"Australia","northern territory",2020-02-16,0
"Australia","northern territory",2020-02-17,0
"Australia","northern territory",2020-02-18,0
"Australia","northern territory",2020-02-19,0
"Australia","northern territory",2020-02-20,0
"Australia","northern territory",2020-02-21,0
"Australia","northern territory",2020-02-22,0
"Australia","northern territory",2020-02-23,0
"Australia","northern territory",2020-02-24,0
